cellid	snp.file	Gender	fileid	logr	baf	study	penalty
NCI-SNU-5	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C06_437508.CEL	F	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C06_437508	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C06_437508_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C06_437508_tumour_BAF.txt	CCLE	70
NH-6	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C10_437500.CEL	NA	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C10_437500	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C10_437500_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C10_437500_tumour_BAF.txt	CCLE	70
NMC-G1	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E01_411010.CEL	NA	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E01_411010	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E01_411010_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E01_411010_tumour_BAF.txt	CCLE	70
NOMO-1	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D03_490508.CEL	F	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D03_490508	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D03_490508_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D03_490508_tumour_BAF.txt	CCLE	70
NUGC-3	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H04_246784.CEL	M	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H04_246784	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H04_246784_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H04_246784_tumour_BAF.txt	CCLE	70
OAW-28	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G06_698726.CEL	F	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G06_698726	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G06_698726_tumour_LogR.txt	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G06_698726_tumour_BAF.txt	CCLE	70
OAW-42	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C11_578348.CEL	F	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C11_578348	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C11_578348_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C11_578348_tumour_BAF.txt	CCLE	70
OC-314	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G06_437480.CEL	F	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G06_437480	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G06_437480_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G06_437480_tumour_BAF.txt	CCLE	70
OCI-AML2	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B10_578298.CEL	M	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B10_578298	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B10_578298_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B10_578298_tumour_BAF.txt	CCLE	70
OE19	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D09_256090.CEL	M	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D09_256090	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D09_256090_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D09_256090_tumour_BAF.txt	CCLE	70
OE33	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D08_256088.CEL	F	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D08_256088	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D08_256088_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D08_256088_tumour_BAF.txt	CCLE	70
ONS-76	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F06_437446.CEL	F	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F06_437446	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F06_437446_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F06_437446_tumour_BAF.txt	CCLE	70
OPM-2	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F09_490366.CEL	F	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F09_490366	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F09_490366_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F09_490366_tumour_BAF.txt	CCLE	70
OS-RC-2	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C10_780376.CEL	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C10_780376	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C10_780376_tumour_LogR.txt	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C10_780376_tumour_BAF.txt	CCLE	70
OVCAR-3	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B08_410894.CEL	F	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B08_410894	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B08_410894_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B08_410894_tumour_BAF.txt	CCLE	70
OVCAR-4	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A02_256004.CEL	F	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A02_256004	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A02_256004_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A02_256004_tumour_BAF.txt	CCLE	70
OVCAR-8	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C07_256062.CEL	F	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C07_256062	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C07_256062_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C07_256062_tumour_BAF.txt	CCLE	70
P12-ICHIKAWA	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A03_490392.CEL	M	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A03_490392	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A03_490392_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A03_490392_tumour_BAF.txt	CCLE	70
P31-FUJ	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F01_437452.CEL	M	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F01_437452	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F01_437452_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F01_437452_tumour_BAF.txt	CCLE	70
Panc 03.27	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C03_256054.CEL	F	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C03_256054	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C03_256054_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C03_256054_tumour_BAF.txt	CCLE	70
Panc 08.13	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E08_437250.CEL	M	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E08_437250	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E08_437250_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E08_437250_tumour_BAF.txt	CCLE	70
Panc 10.05	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E05_246714.CEL	M	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E05_246714	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E05_246714_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E05_246714_tumour_BAF.txt	CCLE	70
PC-14	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B03_335216.CEL	NA	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B03_335216	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B03_335216_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B03_335216_tumour_BAF.txt	CCLE	70
PC-3	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C02_256052.CEL	M	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C02_256052	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C02_256052_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C02_256052_tumour_BAF.txt	CCLE	70
PF-382	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C09_542834.CEL	F	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C09_542834	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C09_542834_tumour_LogR.txt	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C09_542834_tumour_BAF.txt	CCLE	70
PLC-PRF-5	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E09_437260.CEL	M	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E09_437260	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E09_437260_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E09_437260_tumour_BAF.txt	CCLE	70
PSN1	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B02_293306.CEL	NA	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B02_293306	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B02_293306_tumour_LogR.txt	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B02_293306_tumour_BAF.txt	CCLE	70
Raji	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G10_437362.CEL	M	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G10_437362	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G10_437362_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G10_437362_tumour_BAF.txt	CCLE	70
RCC10RGB	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E05_592792.CEL	NA	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E05_592792	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E05_592792_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E05_592792_tumour_BAF.txt	CCLE	70
RCM-1	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C04_464574.CEL	NA	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C04_464574	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C04_464574_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C04_464574_tumour_BAF.txt	CCLE	70
RD	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D11_542974.CEL	F	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D11_542974	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D11_542974_tumour_LogR.txt	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D11_542974_tumour_BAF.txt	CCLE	70
REH	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C09_437274.CEL	NA	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C09_437274	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C09_437274_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C09_437274_tumour_BAF.txt	CCLE	70
RERF-LC-MS	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D12_293374.CEL	NA	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D12_293374	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D12_293374_tumour_LogR.txt	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D12_293374_tumour_BAF.txt	CCLE	70
RKO	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F06_437212.CEL	NA	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F06_437212	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F06_437212_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F06_437212_tumour_BAF.txt	CCLE	70
RL	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D07_246694.CEL	M	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D07_246694	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D07_246694_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D07_246694_tumour_BAF.txt	CCLE	70
RL95-2	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F11_256142.CEL	F	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F11_256142	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F11_256142_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F11_256142_tumour_BAF.txt	CCLE	70
RMG-I	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F10_246748.CEL	F	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F10_246748	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F10_246748_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F10_246748_tumour_BAF.txt	CCLE	70
RPMI-7951	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H05_293456.CEL	F	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H05_293456	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H05_293456_tumour_LogR.txt	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H05_293456_tumour_BAF.txt	CCLE	70
RPMI-8226	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B07_246646.CEL	M	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B07_246646	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B07_246646_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B07_246646_tumour_BAF.txt	CCLE	70
RPMI-8402	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F08_490420.CEL	F	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F08_490420	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F08_490420_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F08_490420_tumour_BAF.txt	CCLE	70
RS4;11	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C11_246678.CEL	F	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C11_246678	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C11_246678_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C11_246678_tumour_BAF.txt	CCLE	70
RT-112	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H06_246788.CEL	F	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H06_246788	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H06_246788_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H06_246788_tumour_BAF.txt	CCLE	70
RT4	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D09_335276.CEL	M	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D09_335276	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D09_335276_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D09_335276_tumour_BAF.txt	CCLE	70
RVH-421	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H02_490418.CEL	M	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H02_490418	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H02_490418_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H02_490418_tumour_BAF.txt	CCLE	70
S-117	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F05_490436.CEL	F	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F05_490436	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F05_490436_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F05_490436_tumour_BAF.txt	CCLE	70
SBC-5	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F09_246746.CEL	NA	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F09_246746	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F09_246746_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F09_246746_tumour_BAF.txt	CCLE	70
SCC-15	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D12_411012.CEL	M	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D12_411012	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D12_411012_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D12_411012_tumour_BAF.txt	CCLE	70
SCC-25	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B01_437296.CEL	M	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B01_437296	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B01_437296_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B01_437296_tumour_BAF.txt	CCLE	70
SCC-4	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E11_410996.CEL	M	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E11_410996	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E11_410996_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E11_410996_tumour_BAF.txt	CCLE	70
SCC-9	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B10_464586.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B10_464586	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B10_464586_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B10_464586_tumour_BAF.txt	CCLE	70
SCLC-21H	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G09_490464.CEL	M	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G09_490464	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G09_490464_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G09_490464_tumour_BAF.txt	CCLE	70
SF126	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D11_437418.CEL	NA	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D11_437418	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D11_437418_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D11_437418_tumour_BAF.txt	CCLE	70
SF295	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D04_256080.CEL	NA	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D04_256080	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D04_256080_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D04_256080_tumour_BAF.txt	CCLE	70
SH-4	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C06_578404.CEL	F	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C06_578404	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C06_578404_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C06_578404_tumour_BAF.txt	CCLE	70
SHP-77	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H03_464636.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H03_464636	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H03_464636_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H03_464636_tumour_BAF.txt	CCLE	70
SIG-M5	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B11_490510.CEL	M	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B11_490510	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B11_490510_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B11_490510_tumour_BAF.txt	CCLE	70
SIMA	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A12_490504.CEL	M	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A12_490504	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A12_490504_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A12_490504_tumour_BAF.txt	CCLE	70
SJRH30	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F04_335314.CEL	M	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F04_335314	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F04_335314_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F04_335314_tumour_BAF.txt	CCLE	70
SJSA-1	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F02_256124.CEL	M	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F02_256124	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F02_256124_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F02_256124_tumour_BAF.txt	CCLE	70
SK-CO-1	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E06_335294.CEL	M	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E06_335294	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E06_335294_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E06_335294_tumour_BAF.txt	CCLE	70
SK-HEP-1	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F01_256122.CEL	M	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F01_256122	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F01_256122_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F01_256122_tumour_BAF.txt	CCLE	70
SK-LMS-1	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B06_437534.CEL	F	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B06_437534	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B06_437534_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B06_437534_tumour_BAF.txt	CCLE	70
SK-LU-1	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G09_256162.CEL	F	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G09_256162	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G09_256162_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G09_256162_tumour_BAF.txt	CCLE	70
SKM-1	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H04_464638.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H04_464638	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H04_464638_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H04_464638_tumour_BAF.txt	CCLE	70
SK-MEL-1	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C11_437278.CEL	M	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C11_437278	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C11_437278_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C11_437278_tumour_BAF.txt	CCLE	70
SK-MEL-2	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F01_246730.CEL	M	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F01_246730	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F01_246730_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F01_246730_tumour_BAF.txt	CCLE	70
